ss	seed	unique	Min Helix	Generation
.......(((((..((...)))))))(((((((.(..(((((((......(((((........)))))..)))))))(((((((.((.....))..)))))))...).))))).)).........(((.......)))............	uniform	0	1	MFE
...........((((....)))).....(((((.......(((((.(((((.........(.(((....))).)..))))))))))..........(((((((...(((....)))...)))))))((((((......)))))).)))))	uniform	0	1	MFE
............(((((....((((......(((((((((.....)))).)))))...(((....)))..((((....))))(((....))).))))....)))))...........(((.(.(((((..(.....)..))))).).)))	uniform	0	1	MFE
(((((((((...))))))))).((((((........(((((((...((.....))...))))))).((((.((((((....))))).)..)))).)))))).(((((.......(((......)))......))))).............	uniform	2	1	MFE
.((..(((((..((((......))))(((....)))...(((.(((.((.(......((((...((.(((.(((((...))))).)))..))...))))......).)).))).)))((((.....))))....)))))..)).......	uniform	0	1	MFE
..(((((((.((((.(..((((...))))..))))).(((........))))))))))........((((((((.(((((((.......(((((..((((.((...)).))))..)))))....)))))))...))))))))........	uniform	4	1	MFE
..(((((((((((.(((((((.......(((..((...((((.......).)))...))..)))..(((....)))((((((.....))))))......))))))).).))))...............))))))................	uniform	0	1	MFE
..(((...(((((.(((.......))).)))))...)))..((((((.(......((((((..((.....)).))))))).))))))......((((.(((..((...((((((((......))))..))))....))....))).))))	uniform	0	1	MFE
(((.....)))..(((((.((((((.(((((......(.(((((....))))).)((((.((((..((((..........)))).)))).))))....(((((((.....)))))))((((...)))))))))..)))))).)))))...	uniform	1	1	MFE
((((((.(.......).)))))).....(.(((((.....((((((....(((((.(.((......((((..(((((...)))))..))))..)).).)))))....))))))....))))).)........(((((........)))))	uniform	0	1	MFE
.......((((..((..(.((((.(((((.......(((......((((((......))))))...))))))))...)))).)..))..)))).........((((((...((((((..((....))....))).)))......))))))	uniform	0	1	MFE
((((((((((((.(((.(.(((.(((((((.((((((((....)))))))))).....((((((((((......))))))))))((((((((((...))))))..)))).))))))))).)))...))))..))))))))..........	uniform	0	1	MFE
.(((.(((((((((.(.....((((.....))))((((((.(((...))).))))))..).)))))))))..((((((((.....)))))))))))..((((((....))))))(((.((..((.(((......))).))..)).)))..	uniform	0	1	MFE
....(((((.(((.....((((..(((..............(((..((((((.(..(((((...(((..((((..(((.((((...)))).))).....))))..)))...)))))..).))))))...))).)))))))))))))))..	uniform	1	1	MFE
......(((...(((((....))))).)))(((((....((((....((((.(((((((((..(.((((..(((..(((((..((((.....)))).))))).)))..)))))))))))))).)))).....)))).....)))))....	uniform	11	1	MFE
...(((((....))))).........(((((((.........((((((....((.(((((.((.((.(.((....)).))).)).))))).))..))))))((.(.(((((((((.((.....))))))))))))))..)))))))....	uniform	0	1	MFE
(((.(((.....))).)))....(((((..((((((((((......((((((((.......).)))))))...(((((.(..((((....)))).))))))............)))))).....))))....))))).............	uniform	1	1	MFE
((((((((..(((((.....)))))...)))...))))).....((...((.(((((.(((((..((((((((((....).))))))..)))..)))))))))).))...)).((((..((((.((((.....)))).))))..))))..	uniform	1	1	MFE
...(((((((.((((((((.((..((((((.((((.....))).........(((((((.((......)).)))))))).))))))..))))))...........)).)).)))).)))(((((.(((...))).)).))).........	uniform	0	1	MFE
...((((((...)))))).............(((((..((...((((((((.(......).)))..))))).)).)))))..((((((.(((((((((.....)))).((......))......(((....))).))))).))))))...	uniform	0	1	MFE
..(((((((......(((.((((.(((.(((.(........).))))))..)))).)))..)))))))......((...((((((.....((((((...((((.....))))...))))))...))))))...)).((((...))))...	uniform	3	1	MFE
(((....(((((((..((((.(((((((.(((((.((((((((((.....))))))))))..)))).).)))..)))).))..))..)).)))))...))).........(((((.....((..............)).....)))))..	uniform	0	1	MFE
.....(((((.((((((((..((((((....((((...))))..)))))).)))))))).)))))........((((.((...(((((((.........))))))).))..))))((((((((..(((........)))..).)))))))	uniform	9	1	MFE
.....(((.(((((((((((.(((..((((((((((((.....)))))..))))))).((((((((((..((...(.(((((.....))))).)...))..)).))))))))......)))..))))))))..))).)))..........	uniform	1	1	MFE
(((..(((.(...(((.(((.((.....((.(((((.((((((.(((........(((((.....)))))...(((........))).............))).)).)))).))))))).....))))))))....).)))..)))....	uniform	0	1	MFE
..((......((((...(((((((............(((((......)))))(((............)))((((((....))).)))))))).)).)))).....))..(((((((((((.(.(.(((...))).).)))))))))))).	uniform	0	1	MFE
((......((((((((........)))))))).(((......)))...(((((((((((..(((..(.(((....))))..))).)))...)))))))).....((((.((((.......)))).))))...............))....	uniform	0	1	MFE
(((((.((((....((((((.((((((...))))))((((..(((...)))...)))).((((.(.((((((((((.((((((..(((((...)))))...)))))).)).))......)))))).).)).)).)))))).)))))))))	uniform	0	1	MFE
.((((.(((.((((.((((((...)))))(((((((((...((((((....))))))((((((.((((.......)))).)).))))((..........))((((((((...)))))))))))))))))...).)))).)))..))))..	uniform	0	1	MFE
.........(((..((((..(((....((((....((((.(((((((....(((((((.....((.(....).)).......)))))))....))))))).))))..))))(((((((.((....))...)))))))..))))))).)))	uniform	0	1	MFE
.(((((.......))))).......(((((((.((((....................)))))))))))((((((((..(((((((((.....))))).))))..).....))).))))(((((((((....(((....))))))))))))	uniform	0	1	MFE
.............((((((((.(((.((((.((((......(((.........))).......)))).))))..).))..))))))))........(((((...((((((.(........).))))))))).))((((.....))))...	uniform	0	1	MFE
(((.((((..((.(((.(....((((((..(((..((((...((....)).))))..))).)))))).....).)))..))..)))).)))........(((((((.((..(((...((((.((...)).))))...))).)))))))))	uniform	0	1	MFE
...(((((.(..((((((.((.(((..((((....((((((..((((((((...))))..))))....)))))).......(((.(.(((.....))).))))....((((....))))))))..))).)).))))))..))))))....	uniform	0	1	MFE
((....(((((((((((((......))).......))).))).)))).....((((((...((((...))))....))))))(((((........))))).....(((.....))).(((.(.....).))).(((......))).))..	uniform	0	1	MFE
.((((...(((...(((((((((((((((..............)))).))))).)).)))).))).))))....((...((((((.(.(((((...........((((((.............))))))..))))).)))))))))....	uniform	0	1	MFE
.....((((..(((((..((((((((....)))))))).....)))))..)))).(((((....)))))((((((........))))))....(((((((...((...((((((..(..........)..))))))..))...)))))))	uniform	0	1	MFE
......((.(((....((((((..((((....((((((.(....).)))))).....))))..((((((...))).)))(((.((((....................))))))))))))).....))).)).((((((.....)))))).	uniform	0	1	MFE
..........(((.........(((((..(......)..))))).(((....)))((((..(((...)))..))))...(((((((((((((((........))))))))))..)))))))).(((......)))...............	uniform	0	1	MFE
...((.(((((((((....)))((((((...((((.((((.((((.(....((......))..).))))..))))))))..))))))...(((((..((...((((........))))...)).))))))))))))).............	uniform	0	1	MFE
..((((((((..(((((....(((((.....)))))......(((((.......))))))))))......))))))))...(((..(((.(((((................))))).).))..)))......(((((......)))))..	uniform	9	1	MFE
..((.(((..(((.(.(((((....))))).))))..))).))(((((((..((((....))))..))))))).....(((((((((........(((.((..(((((((((........)))))))))..)).))))))))))))....	uniform	14	1	MFE
................(((((..(.......)..))))).....((((((((((((((.(.((.((..(((((((((((....))))))))..)))..))...)).).)))).......)))))))))).....................	uniform	0	1	MFE
......(((((.((((....)))))).)))(((((.(((((((.(((.((((((.(((((....)))..)).)))))).)))..))).............)))).)))))((.((((((.....((((.......)))).))))).).))	uniform	0	1	MFE
..((((.((.(((((((..((...((((......).)))...))..))))))).)).)))).......(((((...((((((((((((((((((.(((......)))....))))))).)).........)))))))))...)))))...	uniform	2	1	MFE
........(((....))).((((((......((.((((.(((....(((...(((........)))...)))))).))))))(((((((..((.(.(((........))).)))..)))))))...((((........))))..))))))	uniform	1	1	MFE
.............(((...)))(((((((..((....(((((...((((..(((((.(...(((.(.((((....))))))))...).))))).)).))...)))))......(.(((((......))))))..))..))))))).....	uniform	0	1	MFE
..(.(((((((......((((.(((.(......).))))).))))))))))............((.((((.(((((............)))).....).)))).))...((((((((((..................)))))..))))).	uniform	0	1	MFE
.(((((((.((....)).).))))))...(((((..((((((.....((((..((.........))..)))).....))))))...(((((..(((((((...((((((.......)))))).))))))))))))....)))))......	uniform	3	1	MFE
......((.(((...))).))(.((((..((..((..((((((((((..(((.(....).)))......(((............))))))))))).........))..))..))..)))).)...(((((........))))).......	uniform	0	1	MFE
.(..((((...))))..)((((((((...(((....(((.((((.....))...........((((((...((((((((........))))))))...))))))....)))))..))))))).)))).((((((....))))))......	uniform	0	1	MFE
....((((....(.(.(((((....))))).).)....))))..((((((.......((((..(((((((((..((((((((((.((((.................))))))))))))))..))))).)))))))).......)))))).	uniform	0	1	MFE
...(((((.(.(((((((.((((((...((((.((.......)).))))((((......((((.((......)).))))......))))..)))))).))))))))..((((........))))((.(((........))).))))))).	uniform	1	1	MFE
.((((((..(((........)))))))))...(((((((.(((((((((((((....))..)))).))))))).))))))).....((((((.(((...))).))))))....((..(.((((((((.......)))))))).)..))..	uniform	1	1	MFE
((((....))))...........((((.(.(((.(((((((((.((((...))))..))))..))))).))).).)))).....(((((.........(((..........))).......)))))....((((........))))....	uniform	8	1	MFE
............((.((.((((.....((((.((.(((((.(((.(...((((.(((((((((......))).))))))...((......))..((..(((......)))...)))))).).))).))))))).)))))))).))))...	uniform	0	1	MFE
(((((....).))))........((((((..((((.(.(((.((((((((((((.(((((((.(((.((...((........))..)).))).)...))))))))))).............))))))).))).)))))..))))))....	uniform	0	1	MFE
.(((.(((((..................(((((((..((((((.(((((.....))).(((((((.(((.((................))..))).))))))).)).).))))).)))))))((((...))))......))))).)))..	uniform	1	1	MFE
...((..((((((...((((...))))..))))))...........((((........))))...(((((..........(..((((((((....))))))))..)............(((((....)))))...))))).......)).	uniform	0	1	MFE
.....(((((.((((((....))))..)).))))).....((((((((.........))))))))...(((..(((((((.(((........)))..((((((.(......).)))))))))))))))).((((.(......).))))..	uniform	0	1	MFE
...(((......)))...........(((((.((....(((..(((((((......))))))((((((.((.....))..))))))........(((((..((((.....)))).....))))))..)))....))))))).........	uniform	0	1	MFE
.....((((((......((((((.(((((((......))))))).......(((.(((((.(((.(((((...))))).)))))))).)))((((..((.....)).))))))))))((((((.(....).))))))))).)))......	uniform	0	1	MFE
......(((((((...(((.............)))...))))))).((((((((.(((((((.((((((.((((....(.(((....))).).))))))))))...))))))).)))))..)))....(((.(((((...))))).))).	uniform	0	1	MFE
..((((........)))).....(((...))).....(((.(.((..((.(((.....((((........))))..))).))..)).).)))............(((.(((.(((((((((......)))))))).).))).))).....	uniform	0	1	MFE
.(((.((.(.(((((..(((....))).)))))).)).)))..((.((.(.((((((((((((...((.(((....))).))....)).)).))).((((((......((((.((......))))))))))))))))).).)).))....	uniform	0	1	MFE
...(((((.(....))))))...........(((......(((((((...((.(((((((...((....).)...))))))).))...).)))))).(((..((((...(((((((...........)))))))..))))....))))))	uniform	0	1	MFE
........((((...(((((...((.....))((((((.(((....))).))))))......)))))..))))((((.(((((.(.(.(((((((.((....(((((.((....)).)))))....)).))))))))).))))).)))).	uniform	0	1	MFE
.............(((((....)))))...((((((((..((.((((((.((..((((....((((((.....))).)))....))))))))))))(((((.(....).)))))........))..))))))))(((....)))......	uniform	0	1	MFE
.(((...(((((((((..(((...)))..)).)).)))))..((((((.((.....)).))).)))..........((((.(((...((((..(......)..))))....)))))))...(((((...))))).....)))........	uniform	0	1	MFE
......(((((....))))).(((((((((((((...(((((.(.....).)))))......))))))).......((...(((((((........)))))))))..((((((..........))))))............))))))...	uniform	1	1	MFE
..................((((.((..........)).))))((((((.((((((((((((.......))))))((.((((((((........)))))))).))....))))))......))))))((((((.(......).))))))..	uniform	10	1	MFE
....(((((.(((.((((..((((...(((((.((.(.(((.(((.(((...(((....((((((...))))))....)))...)))...))).))).).)).)))))....))))..).)))...))))))))..(((.....)))...	uniform	1	1	MFE
((((..(((....)))..))))....((((((.....(((.....))).......).)))))..((((.((((((.(((((.(((..((.(((((.((((..(....)..)))).))))).))..)).).)))))...))).))))))).	uniform	0	1	MFE
.((((........((((((....(..(((.((((((...((((((...(((((.((((......))))....)))))))))))...)))))))))..)......))))))......))))(((..((((........)))))))......	uniform	0	1	MFE
................((((((....((((((...((((.((((((((..((((...(((.((((........))))..)))...))).....)..))))))....)).))))))))))))))))((((((.......))))))......	uniform	1	1	MFE
.....((.((.((((((((.((((.......((((....)))).((.(((((((((......))))).)).))))....)))).)))))))).)).)).(((((((((((.(...(((((((....)))))))...))).)))))).)))	uniform	0	1	MFE
.(((((.(((((...((((.....((..(((.((((((....).)))))...)))..))......))))..))))).)))....))(((..((((((....))))))...)))......(((((((..((.......))....)))))))	uniform	0	1	MFE
(((((((..((((...(.((((...(((..............((((.(((((..(((((.((....)).)))))..)).)))..))))..............))).)))).).)))).)))))))....((((((.......))))))..	uniform	27	1	MFE
.....((((....))))..(((..((((..((((((...))))))........(((((((.(....).))))))).....(((.(((((...(((((...)))))...)))))))).....((((...........)))).))))..)))	uniform	0	1	MFE
..(((((((.(((....(((((((((((((.....))))))))((((.((....)).))))..)))))......)).).)))))))..........(((.(((((.....(((..(((...)))..)))......)))))..))).....	uniform	4	1	MFE
.((((((((((((........((((..((......)).))))...((((......))))..(((((((.(..(.(((((.....))))).)..).)))))))).))))))..)))))......((((((.............))))))..	uniform	0	1	MFE
.........(((....(((((((((....((((((....)))))).))))))...(((((((((........((.(.....).)).......)))))))))...(((.(((....))).)))(((..........)))..)))...))).	uniform	0	1	MFE
...........(((((((..(((....)))....................((((((((.(((((((((.(...........).))))))))).......)))))))).)))))))....((((.....(((.......))).....))))	uniform	21	1	MFE
((((((.(((((.((((((((............)))))))).......(((((.....(((....)))...)))))((((((.(((................................))).)))))))))))..)..))))).......	uniform	0	1	MFE
..((((((((.(((((........((((((..((.(.((......)).)...))..))))))........(((((.........)))))..........(((........(((....))).........)))))))))))))))).....	uniform	0	1	MFE
..............((((((((((((((((........)))).)))).......((((((...)))))).....(((((((.........))))))).))))))))((.(((..(((.(((........))).)))..).)).)).....	uniform	1	1	MFE
((.....)).(((((((.....((((((((((.((((....((..(.(((((((((.((.........))))))))))).)..))..((((((((.(.......).))))))))..)))).)))..........)))))))..)))))))	uniform	0	1	MFE
.............((..((((..(((((....((((....))))(((..........((((((((((.(......).)))))))))))))((......)).((((.....((.(((((.....)))))))...)))))))))))))..))	uniform	0	1	MFE
..(((.........)))(((..(((((........(((.((.(((((.((((..((((.((((((....))))).).))))..)))).))))).)))))((((((((((........))))))...........)))).)))))..))).	uniform	0	1	MFE
........((((((.......(((((((...(((((............))))).(((((.........((((.((((.(....)...))))))))))))))).)))))......).)))))(((((....(((...)))....)))))..	uniform	0	1	MFE
....................((((...((.((((........((((.....))))........)))).))..((..((((...))))..))..))))..........(((((.....((((((......).)))))))))).........	uniform	2	1	MFE
..((.((........)).))..(((((.(((.....(((.....)))....))).))).))...((((.(((((...(((((((((....)))))))))...)))).).))))((.(((((..........)))))...)).........	uniform	0	1	MFE
..(((....((((...((((((........))))))..))))...........((((((((.(.....((((.(((...)))))))))))))))).......((...(((((....)))))...))((((.(((....))).))))))).	uniform	0	1	MFE
..(.((((...)))).)....(((((..........(((((((((((...(((.....)))..))))))...))))).(((((................))))).((((........)))).(((.....)))...))))).........	uniform	0	1	MFE
...........(((((((((......)))..(((.((((.....)))).))).....(((((((....)).)))))..(((..((((..((....))..))))..)))(((((..(....)..))))).))))))...............	uniform	0	1	MFE
........((.((((((((((........((.(((....)))...)).....((((((((.(....(.(((((..((......))..))))).)....).))))))))..(((((((...........))))))).)))))))))).)).	uniform	0	1	MFE
((..(((.(((.....(((((((..(((.((((...)))).)))....((((((((((.((((((...((.(.((((..................))))).)))))))).)))))......))))))))))))..))).)))..))....	uniform	0	1	MFE
...............(((((((((((((...(((((......((((((((((.((.(((..((...))..))).)))))))))))).....)))))...))))))))).))))..((.(.((((.((..(......).)))))).).)).	uniform	0	1	MFE
